기준시간,기온,풍향,풍속,습도
2020.1.1 0:10,2.86,41.21,3.33,68.36
2020.1.1 0:20,2.7,48.71,4.07,67.99
2020.1.1 0:30,2.68,46.93,3.8,65.53
2020.1.1 0:40,2.64,49.58,3.71,65.51
2020.1.1 0:50,2.79,44.31,4.2,67.07
2020.1.1 1:00,2.68,55.05,4.07,66.67
2020.1.1 1:10,2.81,45.64,4.03,67.58
2020.1.1 1:20,2.84,44.05,3.12,68.16
2020.1.1 1:30,2.89,42.97,4.09,68.46
2020.1.1 1:40,2.89,43.02,3.06,66.95
2020.1.1 1:50,2.92,39.43,2.64,67.65
2020.1.1 2:00,3.07,39.02,2.88,69.19
2020.1.1 2:10,3.1,43.52,2.73,69.83
2020.1.1 2:20,3.12,41.95,3.47,69.31
2020.1.1 2:30,3.16,41.69,3.4,68.87
2020.1.1 2:40,3.13,39.81,2.62,68.48
2020.1.1 2:50,3.27,35.52,2.94,68.94
2020.1.1 3:00,3.23,57.16,4.21,66.42
2020.1.1 3:10,3.28,47.92,3.67,67.44
2020.1.1 3:20,3.36,50.66,3.59,67.99
2020.1.1 3:30,3.56,46.25,3.63,70.13
2020.1.1 3:40,3.52,43.93,3.74,70.96
2020.1.1 3:50,3.56,42.28,2.92,69.71
2020.1.1 4:00,3.48,39.44,2.8,70.31
2020.1.1 4:10,3.49,53,3.84,69.5
2020.1.1 4:20,3.55,47.92,2.65,69.65
2020.1.1 4:30,3.67,48.97,3.68,69.99
2020.1.1 4:40,3.74,40.05,3.1,70.58
2020.1.1 4:50,3.71,35.84,2.56,69.83
2020.1.1 5:00,3.68,44.65,2.69,69.32
2020.1.1 5:10,3.68,42.84,2.54,68.78
2020.1.1 5:20,3.57,63.02,3.22,68.57
2020.1.1 5:30,3.66,43.31,2.92,69.96
2020.1.1 5:40,3.54,31.58,1.89,68.91
2020.1.1 5:50,3.57,50.8,4.12,68.84
2020.1.1 6:00,3.68,42.76,3.67,70.12
2020.1.1 6:10,3.53,46.29,2.83,68.68
2020.1.1 6:20,3.58,60.9,3.94,69.4
2020.1.1 6:30,3.62,59.88,3.46,70.54
2020.1.1 6:40,3.78,45.78,3.52,71.21
2020.1.1 6:50,3.84,44.61,2.8,70.45
2020.1.1 7:00,3.66,41.48,2.5,68.15
2020.1.1 7:10,3.67,41.76,3.38,70.17
2020.1.1 7:20,3.69,36.17,3.05,69.62
2020.1.1 7:30,3.64,51.16,3.53,67.93
2020.1.1 7:40,3.68,47.79,3.18,68.5
2020.1.1 7:50,3.86,43.82,3.27,68.79
2020.1.1 8:00,3.74,34.6,2.27,67.42
2020.1.1 8:10,3.75,53.05,2.85,68.55
2020.1.1 8:20,3.8,45.44,3.77,67.59
2020.1.1 8:30,3.69,44.96,2.48,66.67
2020.1.1 8:40,3.7,77.9,3.19,66.48
2020.1.1 8:50,3.7,87.56,3.4,67.62
2020.1.1 9:00,3.66,82.31,3.19,68.02
2020.1.1 9:10,3.84,53.72,2.97,66.04
2020.1.1 9:20,3.84,74.41,3.13,66.08
2020.1.1 9:30,3.99,49.71,2.62,65.56
2020.1.1 9:40,4.07,61.09,2.3,65.81
2020.1.1 9:50,4.07,37.51,1.02,64.76
2020.1.1 10:00,4.25,24.27,0.99,67.02
2020.1.1 10:10,4.42,41.72,2.36,67.34
2020.1.1 10:20,4.24,87.19,3.18,66.07
2020.1.1 10:30,3.99,127.36,2.57,66.55
2020.1.1 10:40,4.16,87.44,2.3,66.63
2020.1.1 10:50,4.25,0,0,66.23
2020.1.1 11:00,4.49,29.76,1.26,66.45
2020.1.1 11:10,4.63,52.34,2.66,65.86
